dataset,tier,n_models,metric,comparison,estimate,ci95_low,ci95_high,one_sided95_lower,conditional_finite_ci95_low,conditional_finite_ci95_high,bootstrap_n,bootstrap_undefined,bootstrap_undefined_fraction,interval_status,attenuation_compatible_95_upper,note
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,log,known_label_minus_all,0.002518289828920217,-0.00725312797318649,0.010697707387928723,-0.005313309925070797,-0.00725312797318649,0.010697707387928723,10000,0,0.0,supported,0.00725312797318649,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,log,positive_minus_negative,0.013453246912920491,-0.0228846419583955,0.05045241714346699,-0.01645032505419426,-0.0228846419583955,0.05045241714346699,10000,0,0.0,supported,0.0228846419583955,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,binary,positive_minus_all,0.044807692307692326,-0.242051948051948,0.3251564327485378,-0.1916666666666667,-0.242051948051948,0.3251564327485378,10000,0,0.0,supported,0.242051948051948,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,binary,positive_minus_known_label,0.004807692307692291,-0.26649712907563416,0.2764527987703188,-0.22036485554269417,-0.26649712907563416,0.2764527987703188,10000,0,0.0,supported,0.26649712907563416,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,binary,known_label_minus_all,0.040000000000000036,-0.04554229852023967,0.13398523748395363,-0.03238109980834451,-0.04554229852023967,0.13398523748395363,10000,0,0.0,supported,0.04554229852023967,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-flash-0731_20260815_030703,1,binary,positive_minus_negative,0.00017806267806264042,-0.40753094205934315,0.3989402173913039,-0.3402831196581197,-0.40753094205934315,0.3989402173913039,10000,0,0.0,supported,0.40753094205934315,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,log,positive_minus_all,-0.03325823430014552,,,,-0.16640898317814354,0.09785385284838008,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,log,positive_minus_known_label,-0.04198618726348258,,,,-0.17337592512326266,0.08936262508393647,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,log,known_label_minus_all,0.00872795296333706,-0.005440014714000529,0.024423900540230907,-0.0031478323195736737,-0.005440014714000529,0.024423900540230907,10000,0,0.0,supported,0.005440014714000529,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,log,positive_minus_negative,-0.050330740460101,,,,-0.2033113226103193,0.10389686280381634,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,binary,positive_minus_all,-0.038509316770186375,,,,-0.6037365356068968,0.46487507058159205,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,binary,positive_minus_known_label,-0.052095059412132605,,,,-0.6098947951273532,0.45298481247614697,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,binary,known_label_minus_all,0.01358574264194623,-0.04759089887437466,0.08260994437425885,-0.039087106998692424,-0.04759089887437466,0.08260994437425885,10000,0,0.0,supported,0.04759089887437466,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:deepseek-v4-pro-0813_20260815_030703,1,binary,positive_minus_negative,-0.06302681992337161,,,,-0.6929517296200867,0.5209832272990164,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,log,positive_minus_all,-0.020037779252806587,-0.22151801522925166,0.14103574527593707,-0.18359109172315743,-0.22151801522925166,0.14103574527593707,10000,0,0.0,supported,0.22151801522925166,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,log,positive_minus_known_label,-0.020037779252806587,-0.22151801522925166,0.14103574527593707,-0.18359109172315743,-0.22151801522925166,0.14103574527593707,10000,0,0.0,supported,0.22151801522925166,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,log,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,log,positive_minus_negative,-0.10401303532353268,,,,-1.143996473028362,0.7096120361345737,10000,23,0.0023,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,binary,positive_minus_all,-0.05396270396270403,-0.17036358766858778,0.05815965924840979,-0.15067109139653512,-0.17036358766858778,0.05815965924840979,10000,0,0.0,supported,0.17036358766858778,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,binary,positive_minus_known_label,-0.05396270396270403,-0.17036358766858778,0.05815965924840979,-0.15067109139653512,-0.17036358766858778,0.05815965924840979,10000,0,0.0,supported,0.17036358766858778,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,binary,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:glm-5p2_20260815_030703,1,binary,positive_minus_negative,-0.25915750915750924,,,,-0.7784011220196353,0.33052411593246456,10000,23,0.0023,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,log,positive_minus_all,-0.025248445763445204,-0.08477019070505962,0.02768319768132077,-0.07316384324330123,-0.08477019070505962,0.02768319768132077,10000,0,0.0,supported,0.08477019070505962,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,log,positive_minus_known_label,-0.025248445763445204,-0.08477019070505962,0.02768319768132077,-0.07316384324330123,-0.08477019070505962,0.02768319768132077,10000,0,0.0,supported,0.08477019070505962,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,log,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,log,positive_minus_negative,-0.04827799217047257,,,,-0.26884886401381003,0.1777289189642941,10000,3869,0.3869,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,binary,positive_minus_all,-0.024496003034193026,-0.10034843205574914,0.05195483245761634,-0.08672699849170434,-0.10034843205574914,0.05195483245761634,10000,0,0.0,supported,0.10034843205574914,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,binary,positive_minus_known_label,-0.024496003034193026,-0.10034843205574914,0.05195483245761634,-0.08672699849170434,-0.10034843205574914,0.05195483245761634,10000,0,0.0,supported,0.10034843205574914,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,binary,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling-small_20260815_192811,1,binary,positive_minus_negative,0.1595394736842105,,,,-0.03402702508109663,0.3560286579683132,10000,3869,0.3869,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,log,positive_minus_all,0.005543261937699384,-0.025146405453395724,0.04444814647754622,-0.020970350096895272,-0.025146405453395724,0.04444814647754622,10000,0,0.0,supported,0.025146405453395724,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,log,positive_minus_known_label,0.005579133561560923,-0.025036565122631325,0.044456206869536254,-0.020637180702271784,-0.025036565122631325,0.044456206869536254,10000,0,0.0,supported,0.025036565122631325,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,log,known_label_minus_all,-3.587162386153864e-05,-0.004232656737964913,0.004041770298730895,-0.0030328610072141156,-0.004232656737964913,0.004041770298730895,10000,0,0.0,supported,0.004232656737964913,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,log,positive_minus_negative,0.0225754472436428,,,,-0.38144747580419247,0.49643078359610965,10000,1675,0.1675,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,binary,positive_minus_all,-0.00909159362669798,-0.07446314702572078,0.05952428350008995,-0.0642805759533701,-0.07446314702572078,0.05952428350008995,10000,0,0.0,supported,0.07446314702572078,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,binary,positive_minus_known_label,-0.001528568416613918,-0.06501865935233593,0.06557538352352035,-0.05449570590699622,-0.06501865935233593,0.06557538352352035,10000,0,0.0,supported,0.06501865935233593,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,binary,known_label_minus_all,-0.007563025210084062,-0.02786960922703424,0.0,-0.023847376788553254,-0.02786960922703424,0.0,10000,0,0.0,supported,0.02786960922703424,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:inkling_20260815_030703,1,binary,positive_minus_negative,-0.07179000632511068,,,,-0.9674614772317675,0.9934371184371179,10000,1675,0.1675,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,log,positive_minus_all,-0.02755009396864949,-0.07206337932834392,0.009796717577378693,-0.06380697509649132,-0.07206337932834392,0.009796717577378693,10000,0,0.0,supported,0.07206337932834392,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,log,positive_minus_known_label,-0.04085713600666807,-0.08325707385553205,-0.007801695855319587,-0.07554682802931527,-0.08325707385553205,-0.007801695855319587,10000,0,0.0,supported,0.08325707385553205,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,log,known_label_minus_all,0.01330704203801858,0.0016011545269362778,0.03066259389039478,0.0028739953800227982,0.0016011545269362778,0.03066259389039478,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,log,positive_minus_negative,-0.28420709378146825,,,,-0.4862153645481035,-0.08590928321372471,10000,77,0.0077,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,binary,positive_minus_all,-0.04374890715159996,-0.14597242095086962,0.055208496559300255,-0.1294467850661135,-0.14597242095086962,0.055208496559300255,10000,0,0.0,supported,0.14597242095086962,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,binary,positive_minus_known_label,-0.10557491289198612,-0.18503468305887666,-0.04599223013566683,-0.16920581521086156,-0.18503468305887666,-0.04599223013566683,10000,0,0.0,supported,0.18503468305887666,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,binary,known_label_minus_all,0.06182600574038616,0.0,0.13940733310999673,0.00835386111336198,0.0,0.13940733310999673,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:kimi-k3_20260815_030702,1,binary,positive_minus_negative,-0.7285714285714286,,,,-0.967741935483871,-0.4991517857142867,10000,77,0.0077,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,log,positive_minus_all,-0.05323754973598227,-0.12432800267407637,0.005481190444289562,-0.1116951273348354,-0.12432800267407637,0.005481190444289562,10000,0,0.0,supported,0.12432800267407637,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,log,positive_minus_known_label,-0.05323754973598227,-0.12432800267407637,0.005481190444289562,-0.1116951273348354,-0.12432800267407637,0.005481190444289562,10000,0,0.0,supported,0.12432800267407637,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,log,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,log,positive_minus_negative,-0.5483224583138089,,,,-1.237028370960668,0.15702160943420385,10000,1484,0.1484,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,binary,positive_minus_all,-0.04259929898046744,-0.10668924055578553,0.0117547745305074,-0.0945895958855392,-0.10668924055578553,0.0117547745305074,10000,0,0.0,supported,0.10668924055578553,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,binary,positive_minus_known_label,-0.04259929898046744,-0.10668924055578553,0.0117547745305074,-0.0945895958855392,-0.10668924055578553,0.0117547745305074,10000,0,0.0,supported,0.10668924055578553,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,binary,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:minimax-m3_20260815_030703,1,binary,positive_minus_negative,-0.40306441525953723,,,,-1.048780487804878,0.23982946877683722,10000,1484,0.1484,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,log,positive_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,log,positive_minus_known_label,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,log,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,log,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,binary,positive_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,binary,positive_minus_known_label,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,binary,known_label_minus_all,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,0.0,supported,0.0,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3.5-122b-a10b_20260815_030702,1,binary,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,log,positive_minus_all,-0.0008246539279639364,-0.0941249349170878,0.09480237322147864,-0.07773236758949409,-0.0941249349170878,0.09480237322147864,10000,0,0.0,supported,0.0941249349170878,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,log,positive_minus_known_label,0.013654238460716783,-0.06882910203984523,0.10358310166387515,-0.05619492153303174,-0.06882910203984523,0.10358310166387515,10000,0,0.0,supported,0.06882910203984523,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,log,known_label_minus_all,-0.01447889238868072,-0.06131747259985474,0.015957543224496346,-0.05332233710977991,-0.06131747259985474,0.015957543224496346,10000,0,0.0,supported,0.06131747259985474,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,log,positive_minus_negative,0.02890765028772435,-0.1502899348602628,0.22444018646064762,-0.1243423328907621,-0.1502899348602628,0.22444018646064762,10000,0,0.0,supported,0.1502899348602628,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,binary,positive_minus_all,0.011129296235679209,-0.17998463356973993,0.1961027400490473,-0.14939476291736106,-0.17998463356973993,0.1961027400490473,10000,0,0.0,supported,0.17998463356973993,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,binary,positive_minus_known_label,0.016429911551862797,-0.1620288209567063,0.19224988780363145,-0.13397233891814458,-0.1620288209567063,0.19224988780363145,10000,0,0.0,supported,0.1620288209567063,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,binary,known_label_minus_all,-0.005300615316183588,-0.06433230045148644,0.0579217151997055,-0.054705121120014646,-0.06433230045148644,0.0579217151997055,10000,0,0.0,supported,0.06433230045148644,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,model:qwen3p8-2p4t-a95b_20260815_030703,1,binary,positive_minus_negative,0.013598901098901106,-0.3870381377621911,0.4126283422459891,-0.32520899965337297,-0.3870381377621911,0.4126283422459891,10000,0,0.0,supported,0.3870381377621911,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,log,positive_minus_all,-0.012175081324636655,-0.03927197078574466,0.012178417530724754,-0.034473908135414594,-0.03927197078574466,0.012178417530724754,10000,0,0.0,supported,0.03927197078574466,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,log,positive_minus_known_label,-0.012320699975125166,-0.03868207241835517,0.011316074136038362,-0.034179106756795315,-0.03868207241835517,0.011316074136038362,10000,0,0.0,supported,0.03868207241835517,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,log,known_label_minus_all,0.00014561865048851041,-0.005324326390003448,0.00430652244890985,-0.00436005115004775,-0.005324326390003448,0.00430652244890985,10000,0,0.0,supported,0.005324326390003448,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,log,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,binary,positive_minus_all,-0.013106835356921254,-0.05709305609051617,0.02969018437331171,-0.049452977431245264,-0.05709305609051617,0.02969018437331171,10000,0,0.0,supported,0.05709305609051617,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,binary,positive_minus_known_label,-0.022991542602934456,-0.06437883277956116,0.017210630077125987,-0.057319130614949323,-0.06437883277956116,0.017210630077125987,10000,0,0.0,supported,0.06437883277956116,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,binary,known_label_minus_all,0.009884707246013202,-0.0040161277304792626,0.024925531140162514,-0.0020261979941381372,-0.0040161277304792626,0.024925531140162514,10000,0,0.0,supported,0.0040161277304792626,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,primary_9,9,binary,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,log,positive_minus_all,-0.014283396622187527,,,,-0.04161226344400312,0.010499334579536498,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,log,positive_minus_known_label,-0.015287248703960893,,,,-0.04197056762996783,0.00892736816251383,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,log,known_label_minus_all,0.0010038520817733654,-0.004174350865339717,0.005069778921313307,-0.003247953244329084,-0.004174350865339717,0.005069778921313307,10000,0,0.0,supported,0.004174350865339717,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,log,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,binary,positive_minus_all,-0.015647083498247727,,,,-0.08294545254734982,0.0466787431671121,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,binary,positive_minus_known_label,-0.0259018942838542,,,,-0.091779978547805,0.03522202333526877,10000,61,0.0061,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,binary,known_label_minus_all,0.010254810785606472,-0.0039616934418103275,0.025020058690089227,-0.0018809154542389567,-0.0039616934418103275,0.025020058690089227,10000,0,0.0,supported,0.0039616934418103275,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,all_10,10,binary,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,raw_reasoning_8,8,log,positive_minus_all,-0.013696966490216234,-0.044180967133962745,0.013700719722065371,-0.038783146652341415,-0.044180967133962745,0.013700719722065371,10000,0,0.0,supported,0.044180967133962745,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,raw_reasoning_8,8,log,positive_minus_known_label,-0.0138607874720158,-0.04351733147064957,0.012730583403043172,-0.038451495101394735,-0.04351733147064957,0.012730583403043172,10000,0,0.0,supported,0.04351733147064957,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,raw_reasoning_8,8,log,known_label_minus_all,0.00016382098179956728,-0.005989867188753905,0.004844837755023589,-0.004905057543803726,-0.005989867188753905,0.004844837755023589,10000,0,0.0,supported,0.005989867188753905,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,raw_reasoning_8,8,log,positive_minus_negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
h6_corrected,raw_reasoning_8,8,binary,positive_minus_all,-0.014745189776536327,-0.0642296881018307,0.03340145741997563,-0.0556345996101509,-0.0642296881018307,0.03340145741997563,10000,0,0.0,supported,0.0642296881018307,"Paired difference of condition contrasts, not an intervention effect; a non-significant difference is not equivalence."
