blinded_id,parser_estimate,parser_status,reviewer_status,reviewer_estimate,reason
b_aa87a500c8b45afca9b9,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_aa90a8efdab297818917,33000000,clear,agree,33000000,Explicit final estimate matches parser.
b_ab5a69ae8f5983575714,45000000,clear,agree,45000000,Explicit final estimate matches parser.
b_ac9a6aa1628c83d4d4b1,22000000,clear,agree,22000000,Explicit final estimate matches parser.
b_ada0c9efddfcdb6b3011,75000000,clear,agree,75000000,Explicit final estimate matches parser.
b_adeaeb7402f8b4da26b1,,ambiguous,disagree,23400000,Final sentence resolves the earlier 24000000 calculation to 23400000; parser left it ambiguous.
b_ae407d8e3b1108d0d484,40000000,clear,agree,40000000,Explicit final estimate matches parser.
b_aeb47d199600de941e0a,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_afab6e8ec2945bccafee,14000000,clear,agree,14000000,Explicit final estimate matches parser.
b_afe2190b630de441e78e,43000000,clear,agree,43000000,Explicit final estimate matches parser.
b_b0ea62e4e4526611a9e7,44000000,clear,agree,44000000,Explicit final estimate matches parser.
b_b1ba35e428b50a0dbbc9,16500000,clear,agree,16500000,Explicit final estimate matches parser.
b_b1ef63efc9b3892da3a2,80000000,clear,agree,80000000,Explicit final estimate matches parser.
b_b2da1803c1ee9ec96bd9,62500000,clear,agree,62500000,Explicit final estimate matches parser.
b_b376e950a7c9dd894674,76000000,clear,agree,76000000,Explicit final estimate matches parser.
b_b3a706d33a15c9c70a36,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_b3bb60bc869ca27a58c5,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_b44ff7c4093ca318ba53,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_b4ce1dc907632845f3da,44500000,clear,agree,44500000,Explicit final estimate matches parser.
b_b5cf97a1972959fba787,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_b610efbe1027a94bb7c9,39000000,clear,agree,39000000,Explicit final estimate matches parser.
b_b6f3aaf9c8c24bda2b1c,36000000,clear,agree,36000000,Explicit final estimate matches parser.
b_b701005c4f2656a37ae2,27500000,clear,agree,27500000,Explicit final estimate matches parser.
b_b72e31f5bd4e00a66df6,42000000,clear,agree,42000000,Explicit final estimate matches parser.
b_b73f76ea9f81c9848687,21200000,clear,agree,21200000,Explicit final estimate matches parser.
b_b771f3f6fda314df5e9e,33000000,clear,agree,33000000,Explicit final estimate matches parser.
b_b8048f5858ffaedb6b32,41000000,clear,agree,41000000,Explicit final estimate matches parser.
b_b96731747bfb77397b7b,,ambiguous,disagree,52000000,Explicit opening and final estimate are 52000000; 51750000 is the intermediate calculation.
b_b991fde52ff1b0d656c7,,ambiguous,disagree,40000000,Unique terminal result is 40000000; 42000000 is the unrounded calculation.
b_b9a832ad0ec858e6a035,66000000,clear,agree,66000000,Explicit final estimate matches parser.
b_bb1afab37b28d6deea9f,52000000,clear,agree,52000000,Explicit final estimate matches parser.
b_bd52eb8e3f3855f2e3e8,24000000,clear,agree,24000000,Explicit final estimate matches parser.
b_be4fc03dee0d747c7b56,46800000,clear,agree,46800000,Explicit final estimate matches parser.
b_bf83b488bb9d5b01d847,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_c019444c53a8e3581b3b,70000000,clear,agree,70000000,Explicit final estimate matches parser.
b_c09c56522fcdb301e75a,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_c0f0445bb8a50f1c9ed7,29600000,clear,agree,29600000,Explicit final estimate matches parser.
b_c1512403d8c9ac566793,40000000,clear,agree,40000000,Explicit final estimate matches parser.
b_c227d1c3b268ca123015,12000000,clear,agree,12000000,Explicit final estimate matches parser.
b_c3ab4338ed41ae8d3681,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_c3c267a2c48e8e2f7e99,29000000,clear,agree,29000000,Explicit final estimate matches parser.
b_c499dba85162ecccfc7b,76000000,clear,agree,76000000,Explicit final estimate matches parser.
b_c4d5b2cd920e6cb9198f,90000000,clear,agree,90000000,Explicit final estimate matches parser.
b_c53e5d0a761daa5f34dd,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_c5a778d8c98f7084932e,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_c6b2e56bacfe3ce8c2c1,17500000,clear,agree,17500000,Explicit final estimate matches parser.
b_c729002552e98ba0eaa7,24000000,clear,agree,24000000,Explicit final estimate matches parser.
b_c80c7a1df5c69158d4a9,145000000,clear,agree,145000000,Explicit final estimate matches parser.
b_c884a958958dea64a481,52650000,clear,disagree,52000000,Final bold result is 52000000; 52650000 is the preceding calculation.
b_c886ee79c2cb5234d0cb,29000000,clear,agree,29000000,Explicit final estimate matches parser.
b_c8aaba5cd3bada757595,38025000,clear,agree,38025000,Explicit final estimate matches parser.
b_c98b273ccb986a69e5a5,44000000,clear,agree,44000000,Explicit final estimate matches parser.
b_c9b0833539246fd17d6f,68000000,clear,agree,68000000,Explicit final estimate matches parser.
b_c9c883539b1adc6e4393,33000000,clear,agree,33000000,Explicit final estimate matches parser.
b_caba72e1206beefb85a9,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_cc8666bda1248df29421,50000000,clear,agree,50000000,Explicit final estimate matches parser.
b_cc9372d37e9ba908f998,37500000,clear,agree,37500000,Explicit final estimate matches parser.
b_cd3d9f0c17c860bb95a9,33000000,clear,agree,33000000,Explicit final estimate matches parser.
b_cdb7e105d048a88e9a15,60000000,clear,agree,60000000,Explicit final estimate matches parser.
b_cec30da35178556030c5,29500000,clear,agree,29500000,Explicit final estimate matches parser.
b_cf6e3f6919de1e4a0f55,24000000,clear,agree,24000000,Explicit final estimate matches parser.
b_cf82450dadb898c4c50a,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_cfb7116f1eea66c90587,23800000,clear,agree,23800000,Explicit final estimate matches parser.
b_cfcebd6a8032e818855a,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_d0c72d209fdb3562f4d3,20000000,clear,agree,20000000,Explicit final estimate matches parser.
b_d0d9b86430a5ae0c1b97,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_d120a9c39b2ae829d44f,32000000,clear,agree,32000000,Explicit final estimate matches parser.
b_d29af83d736cd2b6eca2,21000000,clear,agree,21000000,Explicit final estimate matches parser.
b_d2f3549d046b9e92eb19,39000000,clear,agree,39000000,Explicit final estimate matches parser.
b_d2fdab3bd65e78f2c3d4,,ambiguous,disagree,38000000,Final result is 38000000 after rounding 38250000; parser left it ambiguous.
b_d3d6f87c4478ed23de44,,ambiguous,disagree,38000000,Explicit opening and final estimate are 38000000; 37800000 is the intermediate calculation.
b_d430cab4f9e9eaac3059,31000000,clear,agree,31000000,Explicit final estimate matches parser.
b_d55891d1a5632d56bbbe,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_d67a2e4c42a692bd0642,29000000,clear,agree,29000000,Explicit final estimate matches parser.
b_d7a2830f941a8b075322,29250000,clear,agree,29250000,Explicit final estimate matches parser.
b_d7ecdfbb9365a2c10dba,33000000,clear,agree,33000000,Explicit final estimate matches parser.
b_d94f64ab5de517440fe4,42000000,clear,agree,42000000,Explicit final estimate matches parser.
b_dacaab055dd9727ea6fd,33600000,clear,agree,33600000,Explicit final estimate matches parser.
b_db334fa225313565ba87,36000000,clear,agree,36000000,Explicit final estimate matches parser.
b_db67e505f8949c90e530,24000000,clear,agree,24000000,Explicit final estimate matches parser.
b_db9d7c562518881d6544,42000000,clear,agree,42000000,Explicit final estimate matches parser.
b_de6114e4d46beaded47a,51000000,clear,agree,51000000,Explicit final estimate matches parser.
b_dec6178a153b785fdc97,86000000,clear,agree,86000000,Explicit final estimate matches parser.
b_deeff0c344161dcaf803,34000000,clear,agree,34000000,Explicit final estimate matches parser.
b_df13219a3bbe4ad29d37,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_df18122e37b60061afb6,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_df4e8bfe7b940a1e62d6,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_e05cccd47a6f2f51621f,100000,clear,disagree,30000000,Final terminal result is 30000000; 100000 is the population input.
b_e176f65c045a7e5bb6e2,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_e19cd139b79996383f90,45000000,clear,agree,45000000,Explicit final estimate matches parser.
b_e2c35d9b789495c5c538,24000000,clear,agree,24000000,Explicit final estimate matches parser.
b_e2c8123c517337d6bd3f,16700000,clear,agree,16700000,Explicit final estimate matches parser.
b_e3954fab146aafef78a8,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_e3de5eedc4bba5a8bd19,50000000,clear,agree,50000000,Explicit final estimate matches parser.
b_e4f0cdbb219e51325e83,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_e4f85d063285928eb94c,73000000,clear,agree,73000000,Explicit final estimate matches parser.
b_e7203ccee1b88d822df0,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_e748fb7e943ed6355dfb,29000000,clear,agree,29000000,Explicit final estimate matches parser.
b_e75d359cddc59b2620ec,45000000,clear,genuinely_ambiguous,,Competing final outputs include 45000000 46800000 47000000 and 48000000 with no unique resolution.
b_e78008973c1b786186b0,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_e7e72be70963441ceeee,61000000,clear,agree,61000000,Explicit final estimate matches parser.
b_e815e7927c1dcbf4e904,52000000,clear,agree,52000000,Explicit final estimate matches parser.
b_e8b99e8fa1984d23b61c,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_e8d216e52a2a2a7c21c5,45000000,clear,agree,45000000,Explicit final estimate matches parser.
b_e9858d29a14209fdcf2c,97000000,clear,agree,97000000,Explicit final estimate matches parser.
b_ea673362abc2934e3ba8,38000000,clear,agree,38000000,Explicit final estimate matches parser.
b_ea82e3728fc7e6a2a7e7,25000000,clear,agree,25000000,Explicit final estimate matches parser.
b_ececd2d9e1cc7d86214a,84000000,clear,agree,84000000,Explicit final estimate matches parser.
b_ed72a78e7018bb1fe55c,80000000,clear,agree,80000000,Explicit final estimate matches parser.
b_ee3fd19e0d7732436620,35000000,clear,agree,35000000,Explicit final estimate matches parser.
b_ee7949d83905997d62e2,28000000,clear,agree,28000000,Explicit final estimate matches parser.
b_ef3aa904f4fc4bae9937,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_efb2f795066907706473,37500000,clear,agree,37500000,Explicit final estimate matches parser.
b_efe15ac33821abbef1b1,72000000,clear,agree,72000000,Explicit final estimate matches parser.
b_f00aed57e557cdc1aff8,36000000,clear,agree,36000000,Explicit final estimate matches parser.
b_f072cdc5e42b81dbc76d,40000000,clear,agree,40000000,Explicit final estimate matches parser.
b_f079ec976629336976f5,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_f135c6ae4eb6f005f26d,17800000,clear,agree,17800000,Explicit final estimate matches parser.
b_f302d3500296117d9409,111000000,clear,agree,111000000,Explicit final estimate matches parser.
b_f3040546434a713d3a30,60000000,clear,agree,60000000,Explicit final estimate matches parser.
b_f47f765bc2115aea036e,23000000,clear,agree,23000000,Explicit final estimate matches parser.
b_f5b07ed962bcac59c6fc,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_f5bc7960d9b854ec7962,40000000,clear,agree,40000000,Explicit final estimate matches parser.
b_f701874c04f2a5e8079c,23400000,clear,disagree,23000000,Final rounded result is 23000000; parser captured the preceding calculation 23400000.
b_f7a8e73de14acdd51ada,30000000,clear,agree,30000000,Explicit final estimate matches parser.
b_f85789700c77ba28b5dc,29600000,clear,disagree,30000000,Final single-number estimate is 30000000; parser captured the preceding calculation 29600000.
b_f8b72d5672b637856a9e,60000000,clear,agree,60000000,Explicit final estimate matches parser.
b_f9636b724094a2d42df3,36000000,clear,agree,36000000,Explicit final estimate matches parser.
b_f9d8da67bfa0c317177e,81900000,clear,agree,81900000,Explicit final estimate matches parser.
b_f9fbdf541c52d3606711,36000000,clear,agree,36000000,Explicit final estimate matches parser.
b_fadbb6189cef36095995,29000000,clear,agree,29000000,Explicit final estimate matches parser.
b_fb1b120db07cb9644780,40500000,clear,agree,40500000,Explicit final estimate matches parser.
b_fb684aeadb314a025d20,45000000,clear,agree,45000000,Explicit final estimate matches parser.
b_fbad9ae269157204707f,82000000,clear,agree,82000000,Explicit final estimate matches parser.
b_fc15e356ad225555c70b,77400000,clear,agree,77400000,Explicit final estimate matches parser.
b_fd6949c39aa988ef3fe6,22000000,clear,agree,22000000,Explicit final estimate matches parser.
b_fd7aecd50370a40edf5d,100000000,clear,agree,100000000,Explicit final estimate matches parser.
b_fe0892cba56508516cef,23400000,clear,agree,23400000,Explicit final estimate matches parser.
b_ff3afb6aa29b2f0c7f72,35000000,clear,agree,35000000,Explicit final estimate matches parser.
